ts,temp,vwc,series
2023-03-14T12:15:00Z,22.125,0,94252895
2023-03-14T12:30:00Z,22.1875,0,94252895
2023-03-14T12:45:00Z,22.25,0,94252895
2023-03-14T13:00:00Z,22.25,0,94252895
2023-03-14T13:15:00Z,22.1875,0,94252895
2023-03-14T13:30:00Z,23,0,94252895
2023-03-14T13:45:00Z,22.25,0,94252895
2023-03-14T14:00:00Z,23.5,0,94252895
2023-03-14T14:15:00Z,22.75,0,94252895
2023-03-14T14:30:00Z,20.1875,0,94252895
2023-03-14T14:45:00Z,18.375,0,94252895
2023-03-14T15:00:00Z,17.875,0,94252895
2023-03-14T15:15:00Z,17.625,0,94252895
2023-03-14T15:30:00Z,17.25,0,94252895
2023-03-14T15:45:00Z,16.75,0,94252895
2023-03-14T16:00:00Z,16.3125,0,94252895
2023-03-14T16:15:00Z,15.8125,0,94252895
2023-03-14T16:30:00Z,16.125,0,94252895
2023-03-14T16:45:00Z,16.5,0,94252895
2023-03-14T17:00:00Z,16.75,0,94252895
2023-03-14T17:15:00Z,16.875,0,94252895
2023-03-14T17:30:00Z,17.0625,0,94252895
2023-03-14T17:45:00Z,17.1875,0,94252895
2023-03-14T18:00:00Z,17.25,0,94252895
2023-03-14T18:15:00Z,17.3125,0,94252895
2023-03-14T18:30:00Z,17.375,0,94252895
2023-03-14T18:45:00Z,17.3125,0,94252895
2023-03-14T19:00:00Z,17.3125,0,94252895
2023-03-14T19:15:00Z,17.125,0,94252895
2023-03-14T19:30:00Z,16.75,0,94252895
2023-03-14T19:45:00Z,16.75,0,94252895
2023-03-14T20:00:00Z,16.875,0,94252895
2023-03-14T20:15:00Z,17,0,94252895
2023-03-14T20:30:00Z,17.0625,0,94252895
2023-03-14T20:45:00Z,16.75,0,94252895
2023-03-14T21:00:00Z,15.8125,0,94252895
2023-03-14T21:15:00Z,15.25,0,94252895
2023-03-14T21:30:00Z,15.125,0,94252895
2023-03-14T21:45:00Z,15.1875,0,94252895
2023-03-14T22:00:00Z,15.4375,0,94252895
2023-03-14T22:15:00Z,15.625,0,94252895
2023-03-14T22:30:00Z,15.875,0,94252895
2023-03-14T22:45:00Z,16.25,0,94252895
2023-03-14T23:00:00Z,16.5,0,94252895
2023-03-14T23:15:00Z,16.5,0,94252895
2023-03-14T23:30:00Z,15.875,0,94252895
2023-03-14T23:45:00Z,15.5,0,94252895
2023-03-15T00:00:00Z,15.125,0,94252895
2023-03-15T00:15:00Z,14.75,0,94252895
2023-03-15T00:30:00Z,14.5,0,94252895
2023-03-15T00:45:00Z,14.25,0,94252895
2023-03-15T01:00:00Z,14.125,0,94252895
2023-03-15T01:15:00Z,13.875,0,94252895
2023-03-15T01:30:00Z,13.625,0,94252895
2023-03-15T01:45:00Z,13.375,0,94252895
2023-03-15T02:00:00Z,13.125,0,94252895
2023-03-15T02:15:00Z,12.875,0,94252895
2023-03-15T02:30:00Z,11.875,0,94252895
2023-03-15T02:45:00Z,11.875,0,94252895
2023-03-15T03:00:00Z,12.25,0,94252895
2023-03-15T03:15:00Z,12.9375,0,94252895
2023-03-15T03:30:00Z,13.6875,0,94252895
2023-03-15T03:45:00Z,14.25,0,94252895
2023-03-15T04:00:00Z,14.5,0,94252895
2023-03-15T04:15:00Z,14.625,0,94252895
2023-03-15T04:30:00Z,14.5625,0,94252895
2023-03-15T04:45:00Z,14.625,0,94252895
2023-03-15T05:00:00Z,15,0,94252895
2023-03-15T05:15:00Z,14.25,0,94252895
2023-03-15T05:30:00Z,13.5625,0,94252895
2023-03-15T05:45:00Z,13.25,0,94252895
2023-03-15T06:00:00Z,13.625,0,94252895
2023-03-15T06:15:00Z,13.375,0,94252895
2023-03-15T06:30:00Z,13.3125,0,94252895
2023-03-15T06:45:00Z,13.375,0,94252895
2023-03-15T07:00:00Z,13.375,0,94252895
2023-03-15T07:15:00Z,13.375,0,94252895
2023-03-15T07:30:00Z,13.25,0,94252895
2023-03-15T07:45:00Z,13.25,0,94252895
2023-03-15T08:00:00Z,13.25,0,94252895
2023-03-15T08:15:00Z,13.25,0,94252895
2023-03-15T08:30:00Z,13.25,0,94252895
2023-03-15T08:45:00Z,13.25,0,94252895
2023-03-15T09:00:00Z,13.5,0,94252895
2023-03-15T09:15:00Z,13.6875,0,94252895
2023-03-15T09:30:00Z,14,0,94252895
2023-03-15T09:45:00Z,14.25,0,94252895
2023-03-15T10:00:00Z,14.5,0,94252895
2023-03-15T10:15:00Z,14.5625,0,94252895
2023-03-15T10:30:00Z,14.5,0,94252895
2023-03-15T10:45:00Z,15,0,94252895
2023-03-15T11:00:00Z,15.6875,0,94252895
2023-03-15T11:15:00Z,16.1875,0,94252895
2023-03-15T11:30:00Z,16.5625,0,94252895
2023-03-15T11:45:00Z,17.25,0,94252895
2023-03-15T12:00:00Z,17.75,0,94252895
2023-03-15T12:15:00Z,18.25,0,94252895
2023-03-15T12:30:00Z,18.6875,0,94252895
2023-03-15T12:45:00Z,18.9375,0,94252895
2023-03-15T13:00:00Z,19.125,0,94252895
2023-03-15T13:15:00Z,19.375,0,94252895
2023-03-15T13:30:00Z,21.875,0,94252895
2023-03-15T13:45:00Z,22,0,94252895
2023-03-15T14:00:00Z,22.0625,0,94252895
2023-03-15T14:15:00Z,22.125,0,94252895
2023-03-15T14:30:00Z,22.25,0,94252895
2023-03-15T14:45:00Z,22.3125,0,94252895
2023-03-15T15:00:00Z,22.375,0,94252895
2023-03-15T15:15:00Z,22.4375,0,94252895
2023-03-15T15:30:00Z,22.5,0,94252895
2023-03-15T15:45:00Z,22.5,0,94252895
2023-03-15T16:00:00Z,22.5,0,94252895
2023-03-15T16:15:00Z,22.5625,0,94252895
2023-03-15T16:30:00Z,22.625,0,94252895
2023-03-15T16:45:00Z,22.625,0,94252895
2023-03-15T17:00:00Z,22.625,0,94252895
2023-03-15T17:15:00Z,22.625,0,94252895
2023-03-15T17:30:00Z,22.625,0,94252895
2023-03-15T17:45:00Z,22.625,0,94252895
2023-03-15T18:00:00Z,22.5625,0,94252895
2023-03-15T18:15:00Z,22.5,0,94252895
2023-03-15T18:30:00Z,22.5,0,94252895
2023-03-15T18:45:00Z,22.5,0,94252895
2023-03-15T19:00:00Z,22.4375,0,94252895
2023-03-15T19:15:00Z,22.4375,0,94252895
2023-03-15T19:30:00Z,22.375,0,94252895
2023-03-15T19:45:00Z,22.375,0,94252895
2023-03-15T20:00:00Z,22.375,0,94252895
2023-03-15T20:15:00Z,22.375,0,94252895
2023-03-15T20:30:00Z,22.3125,0,94252895
2023-03-15T20:45:00Z,22.25,0,94252895
2023-03-15T21:00:00Z,22.25,0,94252895
2023-03-15T21:15:00Z,22.25,0,94252895
2023-03-15T21:30:00Z,22.1875,0,94252895
2023-03-15T21:45:00Z,22.125,0,94252895
2023-03-15T22:00:00Z,22.125,0,94252895
2023-03-15T22:15:00Z,22.125,0,94252895
2023-03-15T22:30:00Z,22.0625,0,94252895
2023-03-15T22:45:00Z,22,0,94252895
2023-03-15T23:00:00Z,22,0,94252895
2023-03-15T23:15:00Z,21.875,0,94252895
2023-03-15T23:30:00Z,21.875,0,94252895
2023-03-15T23:45:00Z,21.8125,0,94252895
2023-03-16T00:00:00Z,21.75,0,94252895
2023-03-16T00:15:00Z,21.75,0,94252895
2023-03-16T00:30:00Z,21.6875,0,94252895
2023-03-16T00:45:00Z,21.625,0,94252895
2023-03-16T01:00:00Z,21.625,0,94252895
2023-03-16T01:15:00Z,21.5625,0,94252895
2023-03-16T01:30:00Z,21.5,0,94252895
2023-03-16T01:45:00Z,21.5,0,94252895
2023-03-16T02:00:00Z,21.5,0,94252895
2023-03-16T02:15:00Z,21.375,0,94252895
2023-03-16T02:30:00Z,21.375,0,94252895
2023-03-16T02:45:00Z,21.375,0,94252895
2023-03-16T03:00:00Z,21.3125,0,94252895
2023-03-16T03:15:00Z,21.25,0,94252895
2023-03-16T03:30:00Z,21.25,0,94252895
2023-03-16T03:45:00Z,21.1875,0,94252895
2023-03-16T04:00:00Z,21.125,0,94252895
2023-03-16T04:15:00Z,21.125,0,94252895
2023-03-16T04:30:00Z,21.125,0,94252895
2023-03-16T04:45:00Z,21.0625,0,94252895
2023-03-16T05:00:00Z,21,0,94252895
2023-03-16T05:15:00Z,21,0,94252895
2023-03-16T05:30:00Z,21,0,94252895
2023-03-16T05:45:00Z,20.875,0,94252895
2023-03-16T06:00:00Z,20.875,0,94252895
2023-03-16T06:15:00Z,20.9375,0,94252895
2023-03-16T06:30:00Z,21,0,94252895
2023-03-16T06:45:00Z,21.0625,0,94252895
2023-03-16T07:00:00Z,21.125,0,94252895
2023-03-16T07:15:00Z,21.125,0,94252895
2023-03-16T07:30:00Z,21.1875,0,94252895
2023-03-16T07:45:00Z,21.25,0,94252895
2023-03-16T08:00:00Z,21.25,0,94252895
2023-03-16T08:15:00Z,21.75,0,94252895
2023-03-16T08:30:00Z,22,0,94252895
2023-03-16T08:45:00Z,22.1875,0,94252895
2023-03-16T09:00:00Z,22.375,0,94252895
2023-03-16T09:15:00Z,22.5,0,94252895
2023-03-16T09:30:00Z,22.625,0,94252895
2023-03-16T09:45:00Z,22.75,0,94252895
2023-03-16T10:00:00Z,22.875,0,94252895
2023-03-16T10:15:00Z,23.125,0,94252895
2023-03-16T10:30:00Z,23.1875,0,94252895
2023-03-16T10:45:00Z,23.3125,0,94252895
2023-03-16T11:00:00Z,23.4375,0,94252895
2023-03-16T11:15:00Z,23.5625,0,94252895
2023-03-16T11:30:00Z,23.625,0,94252895
2023-03-16T11:45:00Z,23.75,0,94252895
2023-03-16T12:00:00Z,23.875,0,94252895
2023-03-16T12:15:00Z,24,0,94252895
2023-03-16T12:30:00Z,24.0625,0,94252895
2023-03-16T12:45:00Z,24.125,0,94252895
2023-03-16T13:00:00Z,24.25,0,94252895
2023-03-16T13:15:00Z,24.375,0,94252895
2023-03-16T13:30:00Z,24.4375,0,94252895
2023-03-16T13:45:00Z,24.5,0,94252895
2023-03-16T14:00:00Z,24.5625,0,94252895
2023-03-16T14:15:00Z,24.625,0,94252895
2023-03-16T14:30:00Z,24.625,0,94252895
2023-03-16T14:45:00Z,24.6875,0,94252895
2023-03-16T15:00:00Z,24.75,0,94252895
2023-03-16T15:15:00Z,24.75,0,94252895
2023-03-16T15:30:00Z,24.75,0,94252895
2023-03-16T15:45:00Z,24.75,0,94252895
2023-03-16T16:00:00Z,24.625,0,94252895
2023-03-16T16:15:00Z,24.625,0,94252895
2023-03-16T16:30:00Z,24.5,0,94252895
2023-03-16T16:45:00Z,24.5,0,94252895
2023-03-16T17:00:00Z,24.4375,0,94252895
2023-03-16T17:15:00Z,24.375,0,94252895
2023-03-16T17:30:00Z,24.3125,0,94252895
2023-03-16T17:45:00Z,24.25,0,94252895
2023-03-16T18:00:00Z,24.25,0,94252895
2023-03-16T18:15:00Z,24.1875,0,94252895
2023-03-16T18:30:00Z,24.125,0,94252895
2023-03-16T18:45:00Z,24.125,0,94252895
2023-03-16T19:00:00Z,24.0625,0,94252895
2023-03-16T19:15:00Z,24,0,94252895
2023-03-16T19:30:00Z,24.0625,0,94252895
2023-03-16T19:45:00Z,24,0,94252895
2023-03-16T20:00:00Z,24,0,94252895
2023-03-16T20:15:00Z,24,0,94252895
2023-03-16T20:30:00Z,23.9375,0,94252895
2023-03-16T20:45:00Z,23.875,0,94252895
2023-03-16T21:00:00Z,23.875,0,94252895
2023-03-16T21:15:00Z,23.875,0,94252895
2023-03-16T21:30:00Z,23.875,0,94252895
2023-03-16T21:45:00Z,23.875,0,94252895
2023-03-16T22:00:00Z,23.8125,0,94252895
2023-03-16T22:15:00Z,23.75,0,94252895
2023-03-16T22:30:00Z,23.75,0,94252895
2023-03-16T22:45:00Z,23.75,0,94252895
2023-03-16T23:00:00Z,23.75,0,94252895
2023-03-16T23:15:00Z,23.6875,0,94252895
2023-03-16T23:30:00Z,23.625,0,94252895
