ts,temp,vwc,series
2023-03-14T12:15:00Z,22.125,0,94252893
2023-03-14T12:30:00Z,22.25,0,94252893
2023-03-14T12:45:00Z,22.25,0,94252893
2023-03-14T13:00:00Z,22.25,0,94252893
2023-03-14T13:15:00Z,22.1875,0,94252893
2023-03-14T13:30:00Z,22.875,0,94252893
2023-03-14T13:45:00Z,22.375,0,94252893
2023-03-14T14:00:00Z,23.3125,0,94252893
2023-03-14T14:15:00Z,22.75,0,94252893
2023-03-14T14:30:00Z,20.375,0,94252893
2023-03-14T14:45:00Z,18.75,0,94252893
2023-03-14T15:00:00Z,18.125,0,94252893
2023-03-14T15:15:00Z,17.875,0,94252893
2023-03-14T15:30:00Z,17.5,0,94252893
2023-03-14T15:45:00Z,17,0,94252893
2023-03-14T16:00:00Z,16.5,0,94252893
2023-03-14T16:15:00Z,15.875,0,94252893
2023-03-14T16:30:00Z,16.3125,0,94252893
2023-03-14T16:45:00Z,16.625,0,94252893
2023-03-14T17:00:00Z,16.8125,0,94252893
2023-03-14T17:15:00Z,16.9375,0,94252893
2023-03-14T17:30:00Z,17.125,0,94252893
2023-03-14T17:45:00Z,17.1875,0,94252893
2023-03-14T18:00:00Z,17.25,0,94252893
2023-03-14T18:15:00Z,17.25,0,94252893
2023-03-14T18:30:00Z,17.3125,0,94252893
2023-03-14T18:45:00Z,17.3125,0,94252893
2023-03-14T19:00:00Z,17.3125,0,94252893
2023-03-14T19:15:00Z,17.125,0,94252893
2023-03-14T19:30:00Z,16.875,0,94252893
2023-03-14T19:45:00Z,16.875,0,94252893
2023-03-14T20:00:00Z,16.9375,0,94252893
2023-03-14T20:15:00Z,17,0,94252893
2023-03-14T20:30:00Z,17.0625,0,94252893
2023-03-14T20:45:00Z,16.75,0,94252893
2023-03-14T21:00:00Z,16,0,94252893
2023-03-14T21:15:00Z,15.5,0,94252893
2023-03-14T21:30:00Z,15.375,0,94252893
2023-03-14T21:45:00Z,15.4375,0,94252893
2023-03-14T22:00:00Z,15.625,0,94252893
2023-03-14T22:15:00Z,15.75,0,94252893
2023-03-14T22:30:00Z,16,0,94252893
2023-03-14T22:45:00Z,16.25,0,94252893
2023-03-14T23:00:00Z,16.5,0,94252893
2023-03-14T23:15:00Z,16.5,0,94252893
2023-03-14T23:30:00Z,15.9375,0,94252893
2023-03-14T23:45:00Z,15.625,0,94252893
2023-03-15T00:00:00Z,15.1875,0,94252893
2023-03-15T00:15:00Z,14.875,0,94252893
2023-03-15T00:30:00Z,14.625,0,94252893
2023-03-15T00:45:00Z,14.4375,0,94252893
2023-03-15T01:00:00Z,14.25,0,94252893
2023-03-15T01:15:00Z,14.0625,0,94252893
2023-03-15T01:30:00Z,13.8125,0,94252893
2023-03-15T01:45:00Z,13.5,0,94252893
2023-03-15T02:00:00Z,13.25,0,94252893
2023-03-15T02:15:00Z,13,0,94252893
2023-03-15T02:30:00Z,12,0,94252893
2023-03-15T02:45:00Z,12.1875,0,94252893
2023-03-15T03:00:00Z,12.625,0,94252893
2023-03-15T03:15:00Z,13.25,0,94252893
2023-03-15T03:30:00Z,13.9375,0,94252893
2023-03-15T03:45:00Z,14.4375,0,94252893
